Function,Gene,NH4_1,NH4_2,NH4_3,NH4_average,alanine_1,alanine_2,alanine_3,alanine_average,log2FoldChange,pvalue,qvalue
hypothetical protein,HVO_A0371,10.209696,8.746297,9.74333,9.566441,9.081113,9.535918,5.9873657,8.201465567,-1.364975433,0.317240015,0.65607814
hypothetical protein,HVO_A0435,9.808885,9.275271,9.005724,9.363293333,9.1320915,8.181104,6.683542,7.9989125,-1.364380833,0.143311584,0.534127035
ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate),HVO_A0477,8.579157,11.102439,8.403677,9.361757667,8.438706,7.815949,7.785937,8.013530667,-1.348227,0.207418514,0.610448142
conserved hypothetical protein,HVO_A0140,9.886603,10.031203,9.832882,9.916896,9.1865015,8.68431,7.8456917,8.572167733,-1.344728267,0.027287815,0.249829061
tryptophan synthase alpha subunit,HVO_0789,8.045568,10.019611,10.283492,9.449557,8.246129,7.5069685,8.577053,8.110050167,-1.339506833,0.158452226,0.549293482
DUF262 family protein,HVO_2256,11.575202,11.620134,11.704724,11.63335333,11.957596,10.020652,8.917995,10.29874767,-1.334605667,0.207784562,0.610448142
hypothetical protein,HVO_2934,9.537655,8.719265,8.431474,8.896131333,7.2140403,7.5910754,7.8808246,7.5619801,-1.334151233,0.025372201,0.245254278
mandelate racemase / muconate lactonizing enzyme homolog,HVO_A0429A,9.809193,8.827167,8.642547,9.092969,8.437452,8.445917,6.4037805,7.762383167,-1.330585833,0.158950586,0.549293482
hypothetical protein,HVO_2265,11.362804,12.303741,11.823423,11.82998933,11.743865,9.934058,9.834716,10.504213,-1.325776333,0.121930169,0.495193259
unknown protein,HVO_A0037,9.719819,8.778243,9.13703,9.211697333,8.520138,8.756534,6.3990936,7.891921867,-1.319775467,0.173569411,0.571134119
probable integral membrane protein,HVO_A0447,10.878389,9.522305,10.570862,10.323852,10.043528,10.435945,6.541854,9.007109,-1.316743,0.369762275,0.661493618
hypothetical protein H1420,HVO_A0358,9.1935425,8.59792,8.927516,8.906326167,8.064358,8.133377,6.574742,7.590825667,-1.3155005,0.070405355,0.392692814
RecB family nuclease homolog,HVO_A0069,9.834846,8.348062,9.081447,9.088118333,8.46647,8.924581,5.930382,7.773811,-1.314307333,0.269147938,0.638384185
"efflux transporter, putative, hydrophobe/amphiphile efflux-3 (HAE3) family subfamily",HVO_2079,10.077538,11.289381,10.816293,10.72773733,10.696554,8.293305,9.271519,9.420459333,-1.307278,0.169807742,0.56501399
"phosphoribosylaminoimidazole carboxylase, ATPase subunit",HVO_0976,9.023892,10.237847,9.220914,9.494217667,8.365204,7.660349,8.536973,8.187508667,-1.306709,0.047413625,0.325764303
transporter gate domain protein,HVO_A0094,10.130683,8.35137,9.568518,9.350190333,9.084054,9.087987,6.018304,8.063448333,-1.286742,0.32565646,0.65607814
bifunctional purine biosynthesis protein PurH,HVO_1085,8.405241,10.027676,9.443987,9.292301333,7.9886,7.6394258,8.410502,8.0128426,-1.279458733,0.071154388,0.394367505
hypothetical protein,HVO_1740,11.924852,11.012601,10.894653,11.27736867,10.881556,10.06741,9.055546,10.001504,-1.275864667,0.108887238,0.474224747
hypothetical protein,HVO_A0131,8.795847,7.370454,7.1833096,7.783203533,6.810699,6.886192,5.8288827,6.508591233,-1.2746123,0.105936283,0.468145845
transposase homolog,HVO_B0155,9.95853,7.462875,8.537995,8.653133333,7.623801,7.921769,6.6052923,7.383620767,-1.269512567,0.198831636,0.602774471
hypothetical protein,HVO_A0432,11.993721,11.953079,12.068503,12.005101,11.709633,11.445584,9.066326,10.74051433,-1.264586667,0.207203591,0.610448142
hypothetical protein,HVO_B0094,10.636812,8.438661,9.728925,9.601466,9.054557,8.904237,7.0548077,8.337867233,-1.263598767,0.23541198,0.630672565
toxin-like protein,HVO_A0368,10.213981,10.206304,9.858089,10.09279133,9.894944,9.462035,7.1408362,8.832605067,-1.260186267,0.2180446,0.619763004
"phosphoribosylaminoimidazole carboxylase, catalytic subunit",HVO_0977,9.1480055,10.553568,9.359756,9.687109833,8.473828,8.029491,8.780731,8.428016667,-1.259093167,0.061613131,0.370403438
HNH endonuclease domain protein,HVO_0418,10.654552,11.008,10.804522,10.822358,10.783349,9.834564,8.077423,9.565112,-1.257246,0.190821606,0.596400809
glycosyltransferase AglG,HVO_1529,9.777036,9.802507,9.686397,9.755313333,8.818179,8.745059,7.9346595,8.499299167,-1.256014167,0.011667936,0.174145037
Orc1-type DNA replication protein,HVO_B0001,10.596485,9.088397,9.540696,9.741859333,9.209482,9.309156,6.9650493,8.494562433,-1.2472969,0.232036905,0.629581184
hypothetical protein,HVO_1739,11.08027,10.134346,9.8801365,10.3649175,9.9346075,8.79944,8.624508,9.1195185,-1.245399,0.08607071,0.42981426
hypothetical protein,HVO_2267,11.507258,11.522297,11.520368,11.516641,11.3587265,10.454448,9.008681,10.27395183,-1.242689167,0.143583571,0.534127035
conserved hypothetical protein,HVO_A0130,10.1524315,9.898969,9.96858,10.00666017,9.642862,8.835924,7.8194203,8.766068767,-1.2405914,0.080439648,0.417733719
agl cluster protein AglQ,HVO_1523,12.455395,12.94922,12.689758,12.69812433,12.734976,11.523688,10.117294,11.45865267,-1.239471667,0.182608001,0.584023181
Orc1-type DNA replication protein,HVO_A0064,9.623685,9.204433,9.316837,9.381651667,9.022823,8.538435,6.87353,8.144929333,-1.236722333,0.13549151,0.520668917
hypothetical protein,HVO_1425,9.854858,9.686738,9.561335,9.700977,8.977471,9.457948,6.968887,8.468102,-1.232875,0.183272097,0.584572938
sugar-specific transcriptional regulator TrmB,HVO_2688,7.0705495,8.007508,8.045226,7.707761167,6.6711717,6.2531466,6.5104747,6.478264333,-1.229496833,0.022698463,0.233008267
"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain protein",HVO_B0346,9.25838,7.177391,9.071126,8.502299,7.67716,7.418298,6.7243237,7.273260567,-1.229038433,0.16435736,0.555451852
ABC-type transport system ATP-binding protein (probable substrate sugar),HVO_B0227,11.059799,9.020266,10.213788,10.097951,9.455711,9.608148,7.545626,8.869828333,-1.228122667,0.23928367,0.632171598
sodium/sulfate symporter,HVO_A0091,10.037511,8.246859,9.222541,9.168970333,9.117187,9.11286,5.592586,7.940877667,-1.228092667,0.392728438,0.668300866
hypothetical protein,HVO_A0402,10.2845955,8.520109,9.739064,9.5145895,9.082092,9.624336,6.1642947,8.2902409,-1.2243486,0.363251102,0.661493618
hypothetical protein,HVO_2931,10.417178,9.380861,9.168812,9.655617,7.709897,8.390223,9.219495,8.439871667,-1.215745333,0.105157626,0.468145845
"carbamoyl-phosphate synthase, small subunit",HVO_2508,11.488748,10.889763,10.23653,10.87168033,9.928308,9.594288,9.4595375,9.660711167,-1.210969167,0.035356744,0.282924949
hypothetical protein,HVO_A0366,9.28153,7.5159287,8.373162,8.3902069,7.694992,8.307653,5.555809,7.186151333,-1.204055567,0.285524544,0.646700265
hypothetical protein,HVO_1981,10.069287,10.785341,11.173393,10.676007,9.350809,9.169252,9.898126,9.472729,-1.203278,0.036908703,0.289529885
hypothetical protein,HVO_1844,9.325588,8.13358,8.369999,8.609722333,7.5442023,8.636613,6.0449405,7.408585267,-1.201137067,0.2236534,0.626759342
Na+/H+ antiporter NhaC,HVO_1262,7.724144,9.356861,8.2058935,8.428966167,7.052393,7.344218,7.2919264,7.229512467,-1.1994537,0.071599093,0.396281091
Uncharacterized conserved protein,HVO_A0430,10.438096,9.545989,9.8509245,9.945003167,9.547711,9.411096,7.3177376,8.7588482,-1.186154967,0.197194535,0.602774471
PQQ repeat protein,HVO_A0410,11.180299,9.959983,10.760119,10.633467,10.180669,10.693672,7.46931,9.447883667,-1.185583333,0.326964082,0.65607814
phage integrase/site-specific recombinase,HVO_1839,9.495251,8.038517,8.883542,8.80577,7.8351927,8.758151,6.285025,7.6261229,-1.1796471,0.231081056,0.629581184
"aspartate carbamoyltransferase, regulatory subunit",HVO_1455,9.465213,10.051326,9.576631,9.697723333,9.073356,8.224237,8.260433,8.519342,-1.178381333,0.023438563,0.236701632
putative integral membrane protein (TBD),HVO_1980,8.75373,8.262136,8.26774,8.427868667,6.97946,7.580225,7.1894994,7.249728133,-1.178140533,0.007976137,0.146474221
"phosphoribosylformylglycinamidine synthase, purS protein",HVO_2189,9.612954,11.270174,10.499142,10.46075667,9.579389,8.751587,9.533863,9.288279667,-1.172477,0.09957811,0.456638399
hypothetical protein,HVO_A0256,10.195562,9.111216,9.69216,9.666312667,9.168774,9.01626,7.3010483,8.495360767,-1.1709519,0.158176834,0.549293482
ArcR family transcription regulator,HVO_B0201,9.633006,7.0422487,7.939584,8.204946233,7.561177,7.729411,5.821621,7.037403,-1.167543233,0.296834149,0.650109412
ABC-type transport system permease protein (probable substrate glycerol-3-phosphate),HVO_B0293,9.707827,10.184996,9.579427,9.824083333,9.231882,8.39491,8.349704,8.658832,-1.165251333,0.026822679,0.249620556
hypothetical protein,HVO_2837,9.55984,8.521072,9.25979,9.113567333,8.665928,9.143418,6.042289,7.950545,-1.163022333,0.314603234,0.654544463
ABC-type transport system permease protein (probable substrate glycerol-3-phosphate),HVO_B0294,9.403855,10.015284,9.390319,9.603152667,8.983911,8.054155,8.302549,8.446871667,-1.156281,0.028788631,0.255737444
"cationic amino acid transporter, putative",HVO_A0043,10.035506,8.668525,9.465585,9.389872,8.9086275,9.359886,6.434038,8.234183833,-1.155688167,0.308795556,0.652650798
conserved hypothetical protein,HVO_2255,9.756357,8.803731,8.825637,9.128575,8.1676,8.535759,7.2202005,7.974519833,-1.154055167,0.083083152,0.421212859
intein-related probable LAGLIDADG endonuclease I-EndH,HVO_2044,9.300704,8.5969305,8.625366,8.841000167,7.976735,7.760498,7.3389845,7.6920725,-1.148927667,0.017934922,0.212079122
phosphoribosylaminoimidazole-succinocarboxamide synthase,HVO_2193,9.213351,10.59923,10.1796465,9.997409167,8.818687,8.658605,9.110345,8.862545667,-1.1348635,0.058033836,0.361593713
acetyl-CoA synthetase,HVO_1000,11.0089855,11.258783,11.135571,11.1344465,10.584618,9.593219,9.834904,10.004247,-1.1301995,0.02118694,0.224572877
transcription regulator,HVO_A0036,10.423988,9.753757,10.153227,10.110324,9.6767,9.803415,7.4667306,8.982281867,-1.128042133,0.22322507,0.626449715
ABC-type transport system permease protein (probable substrate phosphate),HVO_A0479,6.7808805,8.768919,6.2609353,7.270244933,6.2471156,6.3401036,5.8409305,6.142716567,-1.127528367,0.221553982,0.62421968
hypothetical protein,HVO_A0122,10.429275,9.493197,10.025199,9.982557,9.772114,9.749936,7.0640187,8.8620229,-1.1205341,0.298680065,0.650109412
metallo-beta-lactamase superfamily domain protein,HVO_A0372,11.637165,11.085754,11.240238,11.32105233,11.324684,10.7285,8.56197,10.20505133,-1.116001,0.261956815,0.636745156
adenine specific DNA methyltransferase,HVO_A0237,9.943498,8.8912,9.454079,9.429592333,9.21703,9.116899,6.610731,8.314886667,-1.114705667,0.285583242,0.646700265
menaquinol-cytochrome-c reductase,HVO_B0162,9.231034,8.146327,8.340455,8.572605333,7.3863635,7.9424095,7.063704,7.464159,-1.108446333,0.058072767,0.361593713
amidophosphoribosyltransferase,HVO_2721,9.420423,10.6705,9.885463,9.992128667,8.968823,8.662329,9.024884,8.885345333,-1.106783333,0.044165715,0.314943402
unknown protein,HVO_B0356,8.490714,9.513156,8.787268,8.930379333,8.53504,6.8861303,8.066963,7.829377767,-1.101001567,0.129018319,0.507680928
ABC-type transport system permease protein (probable substrate branched-chain amino acids),HVO_B0219,10.050765,8.614363,9.664082,9.44307,9.424607,8.6316185,6.970269,8.342164833,-1.100905167,0.260597551,0.636745156
phosphoribosylformylglycinamidine synthase I,HVO_2188,8.82915,10.364653,9.721385,9.638396,8.6650095,8.089542,8.860426,8.538325833,-1.100070167,0.093427016,0.447570821
hypothetical protein,HVO_2332,9.437644,8.3902235,9.338808,9.0555585,8.577363,9.124683,6.1741643,7.958736767,-1.096821733,0.319493987,0.65607814
glucokinase,HVO_0403,10.705176,11.348532,10.986957,11.013555,10.615539,9.674118,9.475222,9.921626333,-1.091928667,0.051689386,0.338556374
beta-D-glucosidase,HVO_B0250,8.555151,5.8451924,6.171431,6.857258133,5.851043,5.947495,5.5131335,5.770557167,-1.086700967,0.277016825,0.642182692
hypothetical protein,HVO_B0147,10.953738,9.362623,10.107176,10.141179,9.733606,9.543327,7.8886867,9.055206567,-1.085972433,0.218479332,0.620264827
Phage integrase family domain protein,HVO_2815A,9.269791,8.464271,8.69908,8.811047333,7.9275384,8.51976,6.7310996,7.726132667,-1.084914667,0.133686222,0.51708212
hypothetical protein,HVO_A0042,10.083172,8.657625,9.361139,9.367312,8.934829,9.272705,6.6398535,8.2824625,-1.0848495,0.305404353,0.650554395
probable secreted glycosyl hydrolase,HVO_B0215,8.673426,6.6729436,7.284664,7.543677867,6.9552402,6.456482,5.9858685,6.465863567,-1.0778143,0.175038464,0.572213518
Rieske-type [2Fe-2S] iron-sulfur protein,HVO_A0083,9.876657,8.231068,8.860471,8.989398667,8.714213,8.343022,6.6835346,7.913589867,-1.0758088,0.243480371,0.633986172
hypothetical protein,HVO_A0361,9.787699,8.983839,8.945579,9.239039,8.744779,9.070241,6.6795654,8.1648618,-1.0741772,0.249167695,0.635520671
Tat (twin-arginine translocation) pathway signal sequence domain protein,HVO_C0054,14.372467,14.059537,14.569831,14.333945,13.285609,13.289711,13.204113,13.259811,-1.074134,0.002071792,0.086906222
hypothetical protein,HVO_A0544,8.186986,7.8122873,9.636312,8.5451951,8.004438,7.8262887,6.5921,7.474275567,-1.070919533,0.206847105,0.610448142
conserved hypothetical protein,HVO_2279,12.332901,11.90682,12.121949,12.12055667,12.821983,9.736568,10.594228,11.05092633,-1.069630333,0.313115316,0.654544463
deoxyhypusine synthase,HVO_B0182,7.772389,8.252267,7.6350656,7.886573867,6.6945767,6.452256,7.3041234,6.816985367,-1.0695885,0.027389552,0.249829061
hypothetical protein,HVO_B0088,8.889924,6.685103,7.9575853,7.8442041,7.228508,7.0994525,5.995988,6.7746495,-1.0695546,0.226580168,0.629581184
N-6 adenine-specific DNA methylase domain protein,HVO_2275,12.0989065,11.366364,11.586268,11.68384617,12.06808,11.266228,8.50879,10.614366,-1.069480167,0.385808591,0.666138317
type I restriction-modification system specificity subunit,HVO_2271,11.737939,11.614112,11.642588,11.66487967,11.387327,10.668034,9.737231,10.59753067,-1.067349,0.089832539,0.436564229
transcription regulator,HVO_2928,9.842266,8.164937,7.8563075,8.621170167,7.131129,7.8314805,7.739877,7.5674955,-1.053674667,0.1829664,0.584572938
hypothetical protein,HVO_1745,9.375919,9.883976,9.232943,9.497612667,8.346075,8.669188,8.3451805,8.453481167,-1.0441315,0.009739794,0.158420731
unknown protein,HVO_B0354,10.070343,10.266728,10.216996,10.184689,9.820278,9.1477785,8.459918,9.142658167,-1.042030833,0.058551028,0.362074437
cationic amino acid transporter,HVO_B0067,9.10754,7.9025254,9.07193,8.693998467,8.2464485,7.5490565,7.171097,7.655534,-1.038464467,0.109342611,0.475169362
conserved hypothetical protein,HVO_A0249,9.242825,8.6102915,8.332678,8.728598167,8.177461,8.279802,6.6158037,7.691022233,-1.037575933,0.159894715,0.549293482
hypothetical protein,HVO_0925,8.885867,7.4431953,8.515444,8.2815021,7.7440524,8.4317255,5.57465,7.250142633,-1.031359467,0.344721902,0.661274739
Mur ligase family CapB protein,HVO_B0153,11.164048,10.747409,10.767547,10.89300133,10.805909,9.8394575,8.94874,9.864702167,-1.028299167,0.136564135,0.52277433
transposase (ISH51),HVO_2054,12.75686,12.034264,12.539364,12.443496,11.016943,11.668212,11.565337,11.41683067,-1.026665333,0.025183163,0.244172517
ABC-type transport system permease protein (probable substrate sugar),HVO_A0146,8.62872,8.370774,8.0853195,8.3616045,7.90509,7.5910378,6.5205956,7.3389078,-1.0226967,0.08428709,0.424096027
transposase (ISH5),HVO_B0157,11.805148,10.628059,11.325798,11.25300167,10.347819,10.879969,9.46536,10.23104933,-1.021952333,0.129078736,0.507680928
conserved hypothetical protein,HVO_A0438,9.545284,9.609911,8.488713,9.214636,8.8972845,8.241968,7.4434595,8.194237333,-1.020398667,0.140203791,0.530087388
conserved hypothetical protein,HVO_B0153A,12.903077,13.107562,12.939172,12.98327033,12.879755,12.455483,10.579208,11.971482,-1.011788333,0.22706969,0.629581184
"conserved domain protein, putative",HVO_B0171,9.638583,7.3812695,8.519043,8.512965167,7.892699,7.764483,6.864705,7.507295667,-1.0056695,0.239023438,0.632171598
ABC-type transport system permease protein (probable substrate dipeptides/oligopeptides),HVO_B0092,9.598437,7.7948003,8.622678,8.671971767,8.303202,8.155127,6.5465775,7.668302167,-1.0036696,0.260735815,0.636745156
Phosphinothricin N-acetyltransferase,HVO_2930,9.562525,8.078753,7.976306,8.539194667,6.7870703,7.443976,8.384688,7.5385781,-1.000616567,0.221218734,0.62421968
NhaC-type sodium/hydrogen antiporter,HVO_1605,9.862043,10.564523,10.473084,10.29988333,9.714544,9.347073,8.838689,9.300102,-0.999781333,0.041028709,0.306241343
unknown protein,HVO_A0400,9.263812,8.434303,8.514212,8.737442333,8.415009,8.420535,6.378145,7.737896333,-0.999546,0.242448375,0.633742828
transcription regulator,HVO_2507,10.154756,9.647357,9.653758,9.818623667,8.857671,8.841201,8.7820835,8.826985167,-0.9916385,0.004270689,0.111282245
unknown protein,HVO_B0355,10.517046,11.313687,11.030917,10.95388333,10.729251,9.261311,9.917295,9.969285667,-0.984597667,0.111864692,0.481237853
putative helicase family protein,HVO_C0042,14.46809,14.30767,14.364338,14.38003267,14.210773,13.089229,12.886841,13.39561433,-0.984418333,0.076367542,0.407941897
putative phage integrase,HVO_0379,10.741816,9.972014,10.512351,10.408727,9.917981,10.52005,7.8445787,9.427536567,-0.981190433,0.308571899,0.652650798
hypothetical protein,HVO_A0142,8.73526,7.046504,7.9483128,7.9100256,7.2767415,7.524924,5.986324,6.929329833,-0.980695767,0.223966199,0.626759342
hypothetical protein,HVO_1561,8.665715,7.9988394,9.530777,8.731777133,8.070992,8.343193,6.8507705,7.754985167,-0.976791967,0.200601933,0.604603248
membrane bound his kinase A,HVO_0040,9.140667,9.385277,9.300822,9.275588667,8.274628,7.9952817,8.633511,8.301140233,-0.974448433,0.007943141,0.146474221
Protein of unknown function (DUF790) superfamily,HVO_1737,12.504635,11.577984,11.627495,11.90337133,11.321425,10.701732,10.769866,10.93100767,-0.972363667,0.05373282,0.343700301
ABC-type transport system periplasmic substrate-binding protein (probable substrate glycerol-3-phosphate),HVO_B0292,9.258968,9.932634,8.781409,9.324337,8.783597,7.9312973,8.348126,8.3543401,-0.9699969,0.079509488,0.415318147
aspartate carbamoyltransferase,HVO_1454,12.179659,12.789494,12.564237,12.51113,12.070841,11.371231,11.186659,11.54291033,-0.968219667,0.039971585,0.303773188
